,AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
72517,60.0,1.0,18.0,1.0,40.0,Female,1.0
72531,41.0,1.0,21.0,1.0,40.0,Female,1.0
72538,40.0,4.0,20.0,1.0,38.0,Female,1.0
72541,47.0,3.0,22.0,1.0,40.0,Female,1.0
72543,62.0,3.0,23.0,1.0,60.0,Female,1.0
72547,43.0,1.0,22.0,1.0,40.0,Female,1.0
72551,44.0,1.0,21.0,1.0,40.0,Female,1.0
72560,61.0,4.0,20.0,1.0,38.0,Female,1.0
72567,39.0,1.0,9.0,5.0,47.0,Female,1.0
72569,27.0,1.0,22.0,5.0,41.0,Female,1.0
72573,65.0,6.0,21.0,1.0,32.0,Female,1.0
72576,28.0,2.0,23.0,5.0,99.0,Female,1.0
72580,55.0,5.0,16.0,1.0,40.0,Female,1.0
72581,44.0,3.0,19.0,5.0,40.0,Female,1.0
72585,55.0,1.0,22.0,1.0,47.0,Female,1.0
72587,47.0,2.0,21.0,5.0,35.0,Female,1.0
72591,48.0,1.0,20.0,3.0,40.0,Female,1.0
72595,66.0,7.0,23.0,1.0,30.0,Female,1.0
72602,52.0,4.0,19.0,1.0,60.0,Female,1.0
72612,50.0,3.0,14.0,5.0,40.0,Female,1.0
72620,46.0,3.0,22.0,1.0,40.0,Female,1.0
72622,28.0,3.0,22.0,5.0,40.0,Female,1.0
72623,30.0,1.0,20.0,5.0,40.0,Female,1.0
72624,26.0,1.0,21.0,5.0,40.0,Female,1.0
72631,55.0,2.0,20.0,3.0,40.0,Female,1.0
72644,61.0,7.0,22.0,1.0,25.0,Female,1.0
72647,35.0,2.0,22.0,1.0,36.0,Female,1.0
72650,53.0,4.0,20.0,3.0,38.0,Female,1.0
72651,49.0,1.0,21.0,3.0,35.0,Female,1.0
72655,45.0,1.0,23.0,3.0,40.0,Female,1.0
72657,39.0,3.0,22.0,1.0,35.0,Female,1.0
72658,41.0,1.0,20.0,1.0,36.0,Female,1.0
72661,27.0,1.0,21.0,5.0,45.0,Female,1.0
72667,47.0,1.0,21.0,1.0,30.0,Female,1.0
72668,59.0,2.0,24.0,3.0,38.0,Female,1.0
72670,46.0,2.0,22.0,1.0,30.0,Female,1.0
72673,61.0,6.0,1.0,1.0,70.0,Female,1.0
72683,71.0,2.0,24.0,2.0,23.0,Female,1.0
72684,55.0,1.0,20.0,1.0,45.0,Female,1.0
72698,63.0,2.0,22.0,1.0,45.0,Female,1.0
72703,53.0,1.0,17.0,5.0,40.0,Female,1.0
72705,46.0,1.0,23.0,1.0,30.0,Female,1.0
72716,63.0,5.0,20.0,5.0,40.0,Female,1.0
72721,55.0,1.0,21.0,1.0,40.0,Female,1.0
72728,60.0,1.0,16.0,1.0,40.0,Female,1.0
72732,28.0,1.0,21.0,1.0,42.0,Female,1.0
72757,65.0,1.0,21.0,1.0,40.0,Female,1.0
72760,60.0,1.0,16.0,1.0,40.0,Female,1.0
72770,46.0,1.0,16.0,3.0,35.0,Female,1.0
72771,41.0,2.0,19.0,5.0,40.0,Female,1.0
72775,55.0,3.0,22.0,1.0,40.0,Female,1.0
72778,28.0,2.0,22.0,5.0,40.0,Female,1.0
72790,37.0,1.0,21.0,1.0,40.0,Female,1.0
72797,37.0,4.0,22.0,1.0,40.0,Female,1.0
72803,48.0,3.0,22.0,3.0,40.0,Female,1.0
72804,41.0,1.0,18.0,1.0,50.0,Female,1.0
72806,68.0,5.0,22.0,1.0,38.0,Female,1.0
72822,39.0,2.0,20.0,3.0,40.0,Female,1.0
72824,51.0,1.0,20.0,1.0,50.0,Female,1.0
72829,49.0,3.0,22.0,1.0,32.0,Female,1.0
72833,51.0,4.0,20.0,1.0,37.0,Female,1.0
72838,33.0,1.0,21.0,1.0,75.0,Female,1.0
72845,33.0,1.0,21.0,1.0,50.0,Female,1.0
72852,50.0,3.0,21.0,3.0,38.0,Female,1.0
72854,59.0,3.0,22.0,1.0,40.0,Female,1.0
72862,67.0,7.0,20.0,1.0,30.0,Female,1.0
72869,25.0,1.0,22.0,5.0,40.0,Female,1.0
72872,59.0,3.0,23.0,5.0,35.0,Female,1.0
72887,33.0,2.0,21.0,1.0,40.0,Female,1.0
72889,44.0,1.0,21.0,1.0,45.0,Female,1.0
72891,58.0,1.0,19.0,3.0,40.0,Female,1.0
72893,25.0,1.0,21.0,5.0,50.0,Female,1.0
72894,29.0,1.0,21.0,1.0,45.0,Female,1.0
72898,38.0,3.0,22.0,1.0,35.0,Female,1.0
72900,42.0,2.0,24.0,1.0,30.0,Female,1.0
72905,47.0,2.0,21.0,3.0,40.0,Female,1.0
72910,53.0,1.0,20.0,4.0,30.0,Female,1.0
72913,59.0,7.0,19.0,2.0,35.0,Female,1.0
72915,55.0,5.0,19.0,1.0,40.0,Female,1.0
72926,27.0,1.0,22.0,5.0,40.0,Female,1.0
72927,59.0,7.0,19.0,1.0,40.0,Female,1.0
72933,51.0,1.0,19.0,1.0,35.0,Female,1.0
72934,67.0,1.0,23.0,1.0,20.0,Female,1.0
72936,63.0,4.0,21.0,1.0,45.0,Female,1.0
72941,26.0,2.0,24.0,1.0,40.0,Female,1.0
72942,55.0,7.0,21.0,1.0,45.0,Female,1.0
72950,43.0,3.0,22.0,1.0,40.0,Female,1.0
72958,39.0,5.0,21.0,3.0,50.0,Female,1.0
72965,30.0,1.0,21.0,5.0,40.0,Female,1.0
72972,59.0,4.0,22.0,1.0,40.0,Female,1.0
72990,40.0,7.0,22.0,3.0,30.0,Female,1.0
73003,60.0,2.0,22.0,5.0,48.0,Female,1.0
73004,57.0,1.0,19.0,3.0,37.0,Female,1.0
73005,59.0,1.0,22.0,5.0,60.0,Female,1.0
73017,33.0,2.0,22.0,5.0,40.0,Female,1.0
73019,32.0,6.0,22.0,5.0,60.0,Female,1.0
73029,58.0,1.0,18.0,4.0,40.0,Female,1.0
73031,61.0,2.0,24.0,1.0,60.0,Female,1.0
73032,59.0,1.0,16.0,1.0,40.0,Female,1.0
73040,57.0,1.0,21.0,1.0,40.0,Female,1.0
73044,28.0,2.0,21.0,5.0,50.0,Female,1.0
73059,76.0,2.0,21.0,1.0,40.0,Female,1.0
73064,68.0,2.0,22.0,5.0,15.0,Female,1.0
73067,45.0,1.0,18.0,1.0,60.0,Female,1.0
73070,35.0,2.0,22.0,1.0,22.0,Female,1.0
73074,31.0,1.0,22.0,5.0,37.0,Female,1.0
73080,45.0,1.0,21.0,3.0,40.0,Female,1.0
73089,34.0,1.0,21.0,5.0,45.0,Female,1.0
73094,58.0,1.0,21.0,3.0,50.0,Female,1.0
73096,58.0,3.0,21.0,3.0,45.0,Female,1.0
73102,74.0,1.0,17.0,3.0,40.0,Female,1.0
73110,52.0,2.0,19.0,5.0,35.0,Female,1.0
73113,51.0,1.0,16.0,1.0,35.0,Female,1.0
73127,55.0,1.0,21.0,1.0,40.0,Female,1.0
73130,58.0,4.0,16.0,1.0,40.0,Female,1.0
73131,53.0,2.0,22.0,1.0,45.0,Female,1.0
73135,58.0,1.0,20.0,1.0,50.0,Female,1.0
73136,59.0,6.0,22.0,1.0,15.0,Female,1.0
73148,60.0,6.0,22.0,1.0,65.0,Female,1.0
73150,33.0,3.0,22.0,1.0,40.0,Female,1.0
73156,61.0,1.0,21.0,1.0,35.0,Female,1.0
73162,35.0,2.0,22.0,1.0,40.0,Female,1.0
73165,54.0,4.0,20.0,5.0,38.0,Female,1.0
73171,39.0,2.0,21.0,1.0,40.0,Female,1.0
73179,38.0,3.0,20.0,5.0,40.0,Female,1.0
73185,55.0,1.0,17.0,5.0,40.0,Female,1.0
73186,55.0,2.0,21.0,1.0,24.0,Female,1.0
73192,30.0,1.0,21.0,5.0,42.0,Female,1.0
73193,46.0,2.0,16.0,1.0,45.0,Female,1.0
73200,70.0,6.0,21.0,1.0,5.0,Female,1.0
73217,29.0,1.0,21.0,1.0,40.0,Female,1.0
73218,47.0,1.0,21.0,1.0,40.0,Female,1.0
73221,75.0,4.0,22.0,1.0,10.0,Female,1.0
73223,48.0,1.0,21.0,5.0,40.0,Female,1.0
73228,33.0,1.0,22.0,1.0,50.0,Female,1.0
73236,42.0,1.0,19.0,1.0,40.0,Female,1.0
73250,29.0,7.0,22.0,5.0,40.0,Female,1.0
73251,46.0,2.0,22.0,3.0,35.0,Female,1.0
73256,26.0,4.0,21.0,1.0,35.0,Female,1.0
73267,38.0,3.0,22.0,1.0,40.0,Female,1.0
73275,50.0,2.0,22.0,1.0,40.0,Female,1.0
73284,35.0,3.0,20.0,1.0,40.0,Female,1.0
73285,46.0,1.0,21.0,3.0,40.0,Female,1.0
73291,29.0,1.0,23.0,5.0,70.0,Female,1.0
73294,28.0,1.0,24.0,5.0,40.0,Female,1.0
73300,41.0,4.0,22.0,1.0,40.0,Female,1.0
73302,53.0,1.0,20.0,1.0,40.0,Female,1.0
73305,60.0,1.0,21.0,1.0,45.0,Female,1.0
73306,52.0,1.0,21.0,1.0,50.0,Female,1.0
73311,63.0,1.0,22.0,1.0,40.0,Female,1.0
73314,62.0,4.0,20.0,1.0,38.0,Female,1.0
73324,44.0,1.0,24.0,1.0,43.0,Female,1.0
73329,32.0,1.0,16.0,1.0,40.0,Female,1.0
73332,57.0,2.0,20.0,3.0,40.0,Female,1.0
73343,54.0,1.0,22.0,1.0,40.0,Female,1.0
73345,49.0,1.0,21.0,1.0,40.0,Female,1.0
73359,69.0,6.0,24.0,1.0,28.0,Female,1.0
73366,41.0,7.0,21.0,1.0,50.0,Female,1.0
73369,58.0,2.0,23.0,1.0,30.0,Female,1.0
73374,47.0,1.0,21.0,5.0,40.0,Female,1.0
73392,46.0,7.0,22.0,1.0,40.0,Female,1.0
73410,42.0,4.0,20.0,1.0,40.0,Female,1.0
73415,29.0,4.0,22.0,1.0,40.0,Female,1.0
73419,64.0,6.0,23.0,4.0,45.0,Female,1.0
73420,36.0,1.0,21.0,1.0,40.0,Female,1.0
73427,47.0,4.0,22.0,1.0,40.0,Female,1.0
73448,47.0,1.0,16.0,3.0,40.0,Female,1.0
73450,49.0,4.0,21.0,1.0,55.0,Female,1.0
73473,64.0,7.0,23.0,1.0,40.0,Female,1.0
73480,29.0,1.0,21.0,5.0,40.0,Female,1.0
73484,42.0,3.0,19.0,1.0,48.0,Female,1.0
73493,53.0,1.0,21.0,1.0,40.0,Female,1.0
73495,48.0,1.0,16.0,1.0,35.0,Female,1.0
73496,38.0,1.0,23.0,1.0,45.0,Female,1.0
73499,32.0,1.0,23.0,1.0,50.0,Female,1.0
73506,46.0,4.0,21.0,5.0,40.0,Female,1.0
73532,32.0,1.0,23.0,1.0,50.0,Female,1.0
73533,59.0,3.0,16.0,1.0,35.0,Female,1.0
73535,71.0,1.0,16.0,5.0,24.0,Female,1.0
73539,58.0,2.0,22.0,1.0,40.0,Female,1.0
73546,56.0,1.0,21.0,1.0,50.0,Female,1.0
73556,52.0,2.0,14.0,2.0,30.0,Female,1.0
73559,43.0,1.0,20.0,3.0,40.0,Female,1.0
73560,52.0,1.0,18.0,3.0,37.0,Female,1.0
73571,31.0,1.0,21.0,1.0,55.0,Female,1.0
73581,46.0,1.0,23.0,1.0,40.0,Female,1.0
73591,69.0,2.0,19.0,1.0,20.0,Female,1.0
73610,67.0,1.0,20.0,5.0,40.0,Female,1.0
73617,59.0,4.0,24.0,1.0,35.0,Female,1.0
73627,62.0,2.0,23.0,1.0,37.0,Female,1.0
73631,32.0,1.0,21.0,1.0,48.0,Female,1.0
73632,56.0,3.0,22.0,1.0,40.0,Female,1.0
73639,62.0,1.0,21.0,1.0,32.0,Female,1.0
73651,28.0,1.0,22.0,1.0,40.0,Female,1.0
73663,38.0,3.0,22.0,1.0,47.0,Female,1.0
73666,39.0,7.0,22.0,1.0,46.0,Female,1.0
73669,51.0,2.0,22.0,5.0,15.0,Female,1.0
73671,51.0,4.0,21.0,1.0,37.0,Female,1.0
73674,53.0,1.0,22.0,1.0,45.0,Female,1.0
73679,36.0,1.0,22.0,1.0,30.0,Female,1.0
73685,33.0,1.0,22.0,1.0,50.0,Female,1.0
73697,48.0,3.0,21.0,1.0,35.0,Female,1.0
73703,54.0,2.0,21.0,1.0,28.0,Female,1.0
73706,46.0,1.0,17.0,1.0,40.0,Female,1.0
73714,27.0,2.0,21.0,5.0,40.0,Female,1.0
73731,63.0,4.0,20.0,2.0,35.0,Female,1.0
73736,43.0,2.0,23.0,1.0,45.0,Female,1.0
73744,24.0,3.0,21.0,5.0,35.0,Female,1.0
73755,32.0,3.0,21.0,5.0,35.0,Female,1.0
73761,49.0,4.0,22.0,3.0,40.0,Female,1.0
73766,62.0,1.0,16.0,1.0,40.0,Female,1.0
73768,45.0,2.0,21.0,1.0,40.0,Female,1.0
73776,59.0,1.0,20.0,1.0,50.0,Female,1.0
73781,61.0,1.0,19.0,1.0,45.0,Female,1.0
73790,37.0,7.0,23.0,1.0,20.0,Female,1.0
73795,31.0,1.0,12.0,1.0,38.0,Female,1.0
73797,62.0,1.0,16.0,2.0,50.0,Female,1.0
73818,61.0,1.0,21.0,1.0,40.0,Female,1.0
73824,47.0,3.0,24.0,1.0,40.0,Female,1.0
73826,23.0,1.0,21.0,5.0,40.0,Female,1.0
73833,66.0,3.0,20.0,3.0,30.0,Female,1.0
73834,39.0,1.0,21.0,5.0,52.0,Female,1.0
73837,59.0,2.0,21.0,3.0,35.0,Female,1.0
73842,65.0,1.0,16.0,1.0,37.0,Female,1.0
73846,31.0,2.0,21.0,1.0,40.0,Female,1.0
73851,42.0,1.0,21.0,1.0,50.0,Female,1.0
73854,73.0,3.0,22.0,1.0,10.0,Female,1.0
73861,54.0,4.0,24.0,1.0,30.0,Female,1.0
73863,46.0,2.0,21.0,1.0,40.0,Female,1.0
73877,49.0,4.0,21.0,1.0,40.0,Female,1.0
73899,53.0,6.0,21.0,1.0,40.0,Female,1.0
73907,25.0,1.0,21.0,5.0,40.0,Female,1.0
73915,62.0,1.0,18.0,5.0,50.0,Female,1.0
73919,66.0,2.0,22.0,5.0,50.0,Female,1.0
73943,50.0,1.0,16.0,1.0,50.0,Female,1.0
73949,59.0,1.0,20.0,2.0,12.0,Female,1.0
73951,36.0,1.0,16.0,1.0,50.0,Female,1.0
73959,35.0,3.0,22.0,5.0,40.0,Female,1.0
73961,42.0,1.0,19.0,5.0,55.0,Female,1.0
73971,60.0,2.0,22.0,3.0,40.0,Female,1.0
73979,51.0,1.0,21.0,1.0,44.0,Female,1.0
73981,25.0,1.0,21.0,5.0,50.0,Female,1.0
73984,34.0,7.0,21.0,5.0,40.0,Female,1.0
73987,29.0,2.0,22.0,5.0,40.0,Female,1.0
73996,75.0,3.0,20.0,1.0,35.0,Female,1.0
74004,64.0,1.0,23.0,1.0,35.0,Female,1.0
74007,38.0,1.0,24.0,1.0,42.0,Female,1.0
74011,31.0,1.0,21.0,1.0,30.0,Female,1.0
74014,49.0,1.0,20.0,1.0,60.0,Female,1.0
74030,52.0,3.0,22.0,1.0,48.0,Female,1.0
74058,57.0,2.0,19.0,1.0,38.0,Female,1.0
74061,60.0,2.0,23.0,1.0,80.0,Female,1.0
74072,42.0,1.0,21.0,1.0,50.0,Female,1.0
74074,50.0,4.0,22.0,5.0,40.0,Female,1.0
74075,41.0,1.0,18.0,5.0,40.0,Female,1.0
74076,49.0,2.0,22.0,1.0,35.0,Female,1.0
74086,60.0,5.0,21.0,3.0,40.0,Female,1.0
74092,38.0,2.0,22.0,1.0,40.0,Female,1.0
74097,41.0,4.0,24.0,1.0,40.0,Female,1.0
74100,33.0,1.0,21.0,1.0,40.0,Female,1.0
74102,38.0,1.0,21.0,5.0,40.0,Female,1.0
74115,35.0,2.0,24.0,1.0,50.0,Female,1.0
74117,40.0,3.0,22.0,1.0,40.0,Female,1.0
74119,53.0,3.0,19.0,1.0,40.0,Female,1.0
74123,30.0,2.0,21.0,5.0,40.0,Female,1.0
74124,49.0,3.0,22.0,5.0,35.0,Female,1.0
74128,35.0,4.0,22.0,5.0,40.0,Female,1.0
74151,58.0,4.0,17.0,5.0,40.0,Female,1.0
74164,46.0,1.0,22.0,1.0,40.0,Female,1.0
74166,41.0,1.0,16.0,3.0,50.0,Female,1.0
74171,36.0,1.0,16.0,5.0,40.0,Female,1.0
74172,65.0,1.0,16.0,1.0,40.0,Female,1.0
74175,56.0,1.0,20.0,5.0,40.0,Female,1.0
74179,73.0,1.0,20.0,1.0,40.0,Female,1.0
74180,46.0,1.0,22.0,1.0,40.0,Female,1.0
74185,36.0,1.0,23.0,1.0,50.0,Female,1.0
74195,27.0,1.0,22.0,5.0,40.0,Female,1.0
74197,67.0,2.0,17.0,3.0,35.0,Female,1.0
74203,47.0,1.0,19.0,1.0,40.0,Female,1.0
74207,26.0,1.0,21.0,5.0,40.0,Female,1.0
74213,49.0,2.0,22.0,1.0,45.0,Female,1.0
74216,32.0,1.0,22.0,1.0,40.0,Female,1.0
74218,54.0,2.0,22.0,1.0,40.0,Female,1.0
74226,31.0,2.0,23.0,5.0,47.0,Female,1.0
74227,68.0,6.0,19.0,3.0,50.0,Female,1.0
74239,55.0,1.0,21.0,1.0,40.0,Female,1.0
74245,42.0,1.0,22.0,1.0,40.0,Female,1.0
74246,36.0,2.0,23.0,1.0,45.0,Female,1.0
74251,25.0,1.0,22.0,5.0,55.0,Female,1.0
74253,27.0,1.0,21.0,5.0,40.0,Female,1.0
74255,31.0,1.0,21.0,5.0,50.0,Female,1.0
74259,27.0,1.0,22.0,5.0,60.0,Female,1.0
74261,36.0,1.0,19.0,1.0,40.0,Female,1.0
74263,51.0,1.0,16.0,1.0,40.0,Female,1.0
74268,45.0,1.0,16.0,3.0,35.0,Female,1.0
74270,57.0,5.0,20.0,1.0,40.0,Female,1.0
74279,61.0,4.0,20.0,1.0,37.0,Female,1.0
74280,46.0,1.0,21.0,1.0,40.0,Female,1.0
74284,50.0,3.0,23.0,1.0,40.0,Female,1.0
74290,45.0,2.0,21.0,1.0,50.0,Female,1.0
74295,60.0,1.0,19.0,3.0,38.0,Female,1.0
74302,31.0,1.0,22.0,5.0,40.0,Female,1.0
74306,59.0,1.0,21.0,1.0,40.0,Female,1.0
74307,35.0,5.0,21.0,3.0,40.0,Female,1.0
74309,36.0,6.0,21.0,1.0,50.0,Female,1.0
74312,35.0,1.0,21.0,5.0,40.0,Female,1.0
74319,48.0,2.0,20.0,1.0,70.0,Female,1.0
74320,76.0,1.0,22.0,3.0,40.0,Female,1.0
74323,56.0,1.0,21.0,5.0,4.0,Female,1.0
74333,62.0,1.0,20.0,1.0,40.0,Female,1.0
74337,37.0,2.0,22.0,1.0,40.0,Female,1.0
74351,30.0,3.0,23.0,5.0,60.0,Female,1.0
74353,41.0,1.0,19.0,1.0,40.0,Female,1.0
74355,43.0,1.0,17.0,1.0,50.0,Female,1.0
74356,32.0,1.0,22.0,5.0,50.0,Female,1.0
74357,46.0,3.0,22.0,3.0,44.0,Female,1.0
74360,54.0,1.0,21.0,1.0,50.0,Female,1.0
74365,40.0,1.0,18.0,1.0,40.0,Female,1.0
74368,36.0,3.0,23.0,5.0,50.0,Female,1.0
74374,25.0,3.0,22.0,5.0,40.0,Female,1.0
74375,49.0,1.0,21.0,5.0,40.0,Female,1.0
74384,69.0,6.0,23.0,1.0,25.0,Female,1.0
74389,39.0,2.0,23.0,1.0,50.0,Female,1.0
74395,41.0,1.0,21.0,5.0,50.0,Female,1.0
74401,43.0,1.0,21.0,4.0,65.0,Female,1.0
74404,26.0,1.0,21.0,1.0,60.0,Female,1.0
74427,30.0,2.0,22.0,1.0,40.0,Female,1.0
74431,47.0,4.0,21.0,1.0,40.0,Female,1.0
74442,48.0,1.0,21.0,1.0,45.0,Female,1.0
74456,68.0,1.0,21.0,2.0,35.0,Female,1.0
74460,63.0,1.0,21.0,1.0,60.0,Female,1.0
74464,34.0,1.0,24.0,5.0,32.0,Female,1.0
74468,62.0,6.0,21.0,1.0,25.0,Female,1.0
74478,66.0,2.0,22.0,1.0,40.0,Female,1.0
74480,30.0,1.0,24.0,5.0,40.0,Female,1.0
74486,50.0,1.0,22.0,1.0,50.0,Female,1.0
74488,58.0,1.0,20.0,3.0,37.0,Female,1.0
74489,53.0,1.0,22.0,2.0,40.0,Female,1.0
74491,30.0,1.0,23.0,1.0,40.0,Female,1.0
74502,50.0,1.0,21.0,4.0,40.0,Female,1.0
74508,39.0,1.0,21.0,1.0,40.0,Female,1.0
74510,55.0,1.0,21.0,3.0,40.0,Female,1.0
74517,69.0,1.0,23.0,1.0,32.0,Female,1.0
74520,57.0,2.0,22.0,1.0,35.0,Female,1.0
74522,35.0,3.0,22.0,3.0,40.0,Female,1.0
74529,49.0,1.0,22.0,1.0,40.0,Female,1.0
74530,29.0,1.0,23.0,1.0,50.0,Female,1.0
74539,38.0,4.0,22.0,1.0,40.0,Female,1.0
74540,56.0,7.0,16.0,1.0,60.0,Female,1.0
74544,42.0,1.0,23.0,5.0,60.0,Female,1.0
74545,69.0,1.0,22.0,1.0,50.0,Female,1.0
74547,59.0,2.0,21.0,1.0,40.0,Female,1.0
74549,46.0,2.0,22.0,1.0,40.0,Female,1.0
74554,26.0,1.0,21.0,5.0,45.0,Female,1.0
74558,55.0,1.0,21.0,3.0,40.0,Female,1.0
74563,51.0,1.0,21.0,2.0,40.0,Female,1.0
74565,44.0,1.0,22.0,1.0,40.0,Female,1.0
74573,61.0,1.0,19.0,1.0,40.0,Female,1.0
74577,42.0,1.0,22.0,1.0,40.0,Female,1.0
74582,43.0,3.0,22.0,1.0,50.0,Female,1.0
74588,63.0,1.0,22.0,1.0,55.0,Female,1.0
74592,33.0,3.0,21.0,5.0,40.0,Female,1.0
74604,77.0,1.0,19.0,3.0,22.0,Female,1.0
74608,43.0,1.0,22.0,1.0,45.0,Female,1.0
74615,54.0,2.0,21.0,1.0,43.0,Female,1.0
74622,28.0,1.0,21.0,1.0,40.0,Female,1.0
74629,51.0,2.0,22.0,2.0,50.0,Female,1.0
74643,32.0,1.0,21.0,5.0,40.0,Female,1.0
74644,36.0,3.0,22.0,1.0,55.0,Female,1.0
74646,42.0,3.0,16.0,1.0,40.0,Female,1.0
74651,63.0,1.0,14.0,3.0,40.0,Female,1.0
74654,57.0,1.0,21.0,1.0,12.0,Female,1.0
74658,70.0,7.0,23.0,1.0,42.0,Female,1.0
74661,40.0,7.0,23.0,1.0,45.0,Female,1.0
74664,46.0,1.0,21.0,1.0,40.0,Female,1.0
74672,30.0,1.0,22.0,5.0,40.0,Female,1.0
74673,45.0,1.0,20.0,1.0,40.0,Female,1.0
74675,37.0,3.0,21.0,5.0,45.0,Female,1.0
74679,38.0,3.0,22.0,5.0,40.0,Female,1.0
74693,37.0,1.0,21.0,5.0,60.0,Female,1.0
74694,78.0,2.0,24.0,1.0,55.0,Female,1.0
74702,56.0,3.0,16.0,3.0,35.0,Female,1.0
74713,37.0,1.0,21.0,5.0,40.0,Female,1.0
74716,48.0,1.0,24.0,1.0,40.0,Female,1.0
74724,49.0,2.0,22.0,1.0,45.0,Female,1.0
74728,64.0,2.0,24.0,3.0,40.0,Female,1.0
74731,40.0,6.0,24.0,1.0,20.0,Female,1.0
74736,35.0,1.0,21.0,1.0,38.0,Female,1.0
74740,56.0,1.0,21.0,1.0,30.0,Female,1.0
74744,28.0,2.0,23.0,5.0,40.0,Female,1.0
74758,29.0,1.0,21.0,5.0,50.0,Female,1.0
74766,35.0,1.0,23.0,1.0,50.0,Female,1.0
74770,61.0,1.0,21.0,1.0,20.0,Female,1.0
74781,48.0,2.0,21.0,1.0,40.0,Female,1.0
74783,58.0,3.0,22.0,1.0,40.0,Female,1.0
74799,46.0,1.0,21.0,5.0,50.0,Female,1.0
74801,38.0,3.0,20.0,1.0,40.0,Female,1.0
74814,51.0,3.0,21.0,5.0,40.0,Female,1.0
74817,33.0,1.0,20.0,1.0,45.0,Female,1.0
74824,64.0,4.0,21.0,1.0,40.0,Female,1.0
74839,32.0,1.0,21.0,1.0,50.0,Female,1.0
74840,59.0,3.0,23.0,3.0,45.0,Female,1.0
74848,58.0,1.0,22.0,1.0,45.0,Female,1.0
74853,25.0,1.0,14.0,1.0,40.0,Female,1.0
74861,44.0,3.0,22.0,1.0,35.0,Female,1.0
74863,45.0,4.0,22.0,1.0,35.0,Female,1.0
74883,56.0,7.0,21.0,1.0,40.0,Female,1.0
74887,34.0,7.0,24.0,1.0,48.0,Female,1.0
74896,51.0,3.0,22.0,1.0,40.0,Female,1.0
74900,39.0,2.0,22.0,1.0,45.0,Female,1.0
74904,55.0,1.0,16.0,1.0,35.0,Female,1.0
74905,24.0,1.0,22.0,5.0,40.0,Female,1.0
74910,35.0,1.0,21.0,1.0,40.0,Female,1.0
74915,48.0,7.0,21.0,3.0,40.0,Female,1.0
74916,55.0,3.0,22.0,1.0,50.0,Female,1.0
74926,68.0,1.0,12.0,1.0,40.0,Female,1.0
74930,43.0,4.0,22.0,1.0,40.0,Female,1.0
74931,49.0,1.0,18.0,5.0,40.0,Female,1.0
74935,31.0,2.0,22.0,1.0,55.0,Female,1.0
74936,24.0,1.0,22.0,5.0,40.0,Female,1.0
74938,30.0,5.0,22.0,5.0,40.0,Female,1.0
74957,31.0,1.0,21.0,1.0,45.0,Female,1.0
74987,48.0,2.0,21.0,1.0,50.0,Female,1.0
74996,61.0,8.0,22.0,2.0,3.0,Female,1.0
75002,41.0,1.0,21.0,1.0,40.0,Female,1.0
75015,57.0,1.0,22.0,1.0,50.0,Female,1.0
75029,51.0,1.0,21.0,1.0,55.0,Female,1.0
75032,58.0,3.0,22.0,1.0,20.0,Female,1.0
75038,57.0,6.0,21.0,1.0,20.0,Female,1.0
75046,52.0,1.0,22.0,1.0,50.0,Female,1.0
75049,46.0,1.0,17.0,3.0,55.0,Female,1.0
75054,45.0,1.0,18.0,2.0,40.0,Female,1.0
75070,63.0,1.0,17.0,3.0,37.0,Female,1.0
75072,46.0,4.0,23.0,5.0,40.0,Female,1.0
75080,56.0,1.0,19.0,5.0,50.0,Female,1.0
75091,44.0,2.0,22.0,1.0,60.0,Female,1.0
75094,56.0,2.0,20.0,3.0,40.0,Female,1.0
75096,59.0,4.0,23.0,1.0,37.0,Female,1.0
75099,30.0,1.0,22.0,1.0,40.0,Female,1.0
75104,47.0,1.0,19.0,5.0,50.0,Female,1.0
75105,39.0,1.0,18.0,5.0,45.0,Female,1.0
75114,69.0,2.0,22.0,3.0,20.0,Female,1.0
75124,50.0,2.0,22.0,1.0,40.0,Female,1.0
75127,72.0,1.0,16.0,2.0,25.0,Female,1.0
75134,45.0,3.0,22.0,3.0,60.0,Female,1.0
75137,39.0,1.0,21.0,5.0,40.0,Female,1.0
75140,29.0,3.0,22.0,1.0,40.0,Female,1.0
75145,30.0,1.0,21.0,1.0,40.0,Female,1.0
75146,50.0,1.0,19.0,5.0,37.0,Female,1.0
75149,50.0,3.0,22.0,5.0,40.0,Female,1.0
75150,58.0,1.0,23.0,1.0,60.0,Female,1.0
75156,30.0,1.0,21.0,5.0,40.0,Female,1.0
75158,36.0,1.0,22.0,1.0,45.0,Female,1.0
75160,58.0,2.0,20.0,1.0,45.0,Female,1.0
75163,37.0,1.0,20.0,5.0,60.0,Female,1.0
75164,58.0,7.0,16.0,1.0,40.0,Female,1.0
75167,48.0,2.0,24.0,1.0,50.0,Female,1.0
75171,32.0,1.0,22.0,5.0,44.0,Female,1.0
75175,38.0,1.0,21.0,1.0,40.0,Female,1.0
75179,49.0,1.0,18.0,4.0,50.0,Female,1.0
75180,46.0,4.0,21.0,5.0,40.0,Female,1.0
75181,50.0,3.0,20.0,3.0,35.0,Female,1.0
75185,63.0,7.0,22.0,1.0,30.0,Female,1.0
75188,62.0,2.0,23.0,1.0,45.0,Female,1.0
75195,39.0,4.0,21.0,1.0,40.0,Female,1.0
