AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
36,4,15,2,60,0,0
73,2,4,2,6,0,0
32,2,12,4,40,1,0
34,4,11,2,50,0,0
51,2,11,2,40,0,0
20,4,11,4,45,1,0
57,4,15,2,40,0,0
19,4,15,4,20,0,0
45,4,2,2,40,0,1
55,4,0,2,40,0,0
60,4,15,2,40,0,0
19,4,11,4,40,0,0
35,4,11,2,40,0,0
20,4,11,4,30,1,0
34,2,9,4,15,0,0
26,4,14,2,40,0,1
73,1,15,6,40,1,0
27,4,12,2,55,0,0
37,6,8,4,84,0,0
73,6,11,2,40,0,0
46,1,8,2,40,0,1
36,2,11,4,40,0,0
54,6,11,2,60,0,1
49,4,1,2,50,0,0
68,2,11,2,40,0,0
34,4,9,4,50,0,0
30,4,8,4,40,0,0
28,4,9,4,50,0,0
28,4,1,2,50,0,1
25,2,15,2,40,0,0
26,4,15,4,40,0,0
40,4,15,2,55,0,1
32,2,11,0,40,1,0
60,0,1,3,20,1,0
18,4,2,4,30,1,0
36,4,9,2,40,0,0
26,4,9,4,40,1,0
24,4,11,4,45,1,0
90,2,11,2,40,0,0
20,4,15,4,40,1,0
27,4,9,5,50,0,0
58,2,9,0,50,1,0
37,4,12,2,40,0,1
65,0,11,6,75,1,0
28,4,11,4,40,0,0
36,2,9,0,60,1,0
45,2,11,2,40,0,1
23,4,11,4,48,0,0
69,2,11,2,35,0,0
58,6,11,2,40,0,0
22,4,11,4,20,0,0
58,6,9,2,35,0,0
53,1,15,2,60,0,1
44,5,11,2,60,0,0
31,4,0,4,40,0,0
46,4,9,0,40,1,0
48,4,11,2,40,0,0
46,1,15,5,40,1,0
43,4,6,4,40,1,0
43,4,15,0,40,1,0
17,5,0,4,15,0,0
20,4,15,4,40,0,0
22,4,15,4,35,1,0
19,0,15,4,35,0,0
35,4,15,0,40,1,0
29,4,9,4,40,0,0
18,0,15,4,40,1,0
25,4,11,4,35,0,0
54,4,0,2,40,0,0
23,4,15,2,16,1,0
36,4,4,5,35,1,0
26,6,11,2,50,0,0
25,2,11,4,40,0,0
46,4,6,0,40,1,0
41,4,15,0,50,1,0
31,4,11,4,40,0,0
48,1,12,2,40,0,1
52,5,12,0,50,1,0
22,1,11,4,43,0,0
18,4,11,4,25,0,0
46,4,15,4,40,1,0
34,2,15,4,40,0,0
30,1,11,2,48,0,0
31,4,1,4,40,0,0
21,4,11,2,40,0,0
41,6,11,0,45,0,0
45,7,9,2,60,0,1
30,7,9,4,40,0,0
21,4,6,4,35,0,0
44,4,15,0,46,1,0
54,4,1,0,50,1,1
36,4,11,2,40,0,1
50,4,9,4,50,0,1
26,4,9,4,35,1,0
47,2,14,2,35,0,0
36,4,11,4,37,0,0
32,6,15,2,60,0,0
21,4,0,4,35,1,0
30,4,11,2,45,0,0
34,4,11,4,40,1,0
51,4,11,3,45,0,0
55,6,0,2,50,0,0
43,4,15,2,40,0,0
37,4,11,4,30,0,0
28,2,15,4,40,1,0
39,4,15,2,50,0,0
35,6,11,2,40,0,0
59,0,12,2,20,0,0
26,4,11,4,36,0,0
68,4,11,2,40,0,0
46,4,14,0,40,0,1
21,4,11,4,37,0,0
23,4,15,4,20,1,0
17,4,0,2,30,1,0
23,2,11,4,40,1,0
34,4,11,6,15,0,0
33,4,7,4,40,1,0
31,4,7,5,45,0,0
31,0,9,2,30,1,0
56,6,11,2,40,0,0
21,4,11,4,40,1,0
45,4,11,0,40,1,0
41,5,9,2,40,0,1
26,4,0,0,30,1,0
41,4,1,6,40,1,0
46,5,12,2,55,0,1
47,7,11,0,40,1,0
43,6,14,2,60,0,1
35,4,11,2,45,0,0
44,6,11,0,50,0,0
58,5,9,2,30,0,1
25,4,7,0,25,1,0
44,4,8,4,40,0,0
57,4,15,4,42,0,0
24,4,15,2,40,0,0
38,4,9,4,50,1,0
33,4,5,0,35,0,0
25,4,15,4,40,1,0
33,4,11,2,84,0,1
50,2,15,2,52,0,1
35,4,11,2,50,0,1
36,4,9,0,55,0,1
27,4,15,4,40,1,0
22,4,8,4,50,0,0
30,4,11,2,40,0,0
90,4,12,4,40,1,0
39,4,11,5,40,0,0
34,7,9,4,45,0,0
39,4,9,2,60,0,1
19,4,15,4,4,1,0
19,4,0,4,40,0,0
29,4,11,2,40,0,0
66,6,7,2,30,0,0
38,4,15,2,45,0,0
44,4,4,2,40,0,0
34,6,5,4,40,0,0
35,7,7,6,40,1,0
29,2,9,4,40,0,0
22,4,11,2,40,0,0
33,0,15,4,40,0,0
73,4,8,6,60,0,1
35,2,15,2,40,0,0
41,4,11,4,40,0,0
27,6,15,2,50,1,0
25,4,11,4,50,0,0
47,4,9,0,51,0,1
36,4,9,2,35,1,1
36,4,3,6,20,1,0
25,2,11,0,40,1,0
37,4,1,0,65,0,0
26,2,9,4,40,0,0
53,4,15,2,40,0,0
36,2,12,2,40,1,0
30,4,9,4,45,1,1
53,2,15,0,40,1,0
37,6,11,2,45,0,0
41,7,11,0,40,0,0
53,4,9,2,55,0,0
23,4,15,4,32,0,0
28,4,11,2,50,0,0
53,2,0,2,40,0,0
32,4,11,2,20,0,1
33,4,9,4,50,1,0
27,4,11,4,32,1,0
52,4,8,2,40,0,1
31,4,15,2,55,0,0
27,4,7,4,40,1,1
44,4,11,2,30,1,0
37,6,12,2,40,0,0
39,4,11,2,60,0,0
18,4,2,4,20,1,0
42,4,11,2,40,0,1
49,4,9,2,40,0,1
35,4,11,0,36,1,0
43,4,11,2,99,0,0
43,4,14,2,60,0,1
31,4,15,2,40,0,1
27,4,9,4,40,0,0
46,1,15,0,40,1,0
54,4,11,2,44,0,0
37,4,15,2,40,0,1
53,2,15,2,40,0,1
26,4,15,4,20,0,0
59,5,14,2,55,0,1
36,1,15,5,40,0,0
32,4,11,2,40,0,1
53,2,12,2,40,0,1
26,4,11,4,40,1,0
35,4,11,1,40,1,1
48,4,11,0,40,1,0
30,2,15,5,40,0,0
38,4,2,2,40,0,1
58,6,11,2,10,1,1
44,4,11,3,32,0,0
30,4,8,5,40,1,0
68,6,11,2,10,0,0
26,2,9,4,40,1,0
26,2,9,4,40,1,0
41,4,3,2,40,0,0
43,7,9,2,40,0,1
48,4,9,0,47,0,0
55,4,11,0,37,1,0
50,6,15,0,40,1,0
41,4,1,2,50,0,1
52,4,11,2,36,0,0
24,0,11,2,40,1,0
31,6,11,2,40,0,1
54,2,8,2,38,0,1
31,6,12,5,25,1,0
31,5,9,2,50,0,1
47,4,11,2,40,0,1
40,4,8,2,40,0,1
46,7,15,0,48,1,0
45,4,11,0,40,1,0
39,4,0,4,25,1,0
34,2,15,4,18,1,0
48,0,15,4,60,0,1
19,0,15,4,20,1,0
56,4,15,4,40,1,0
47,4,11,5,40,1,0
35,4,15,2,40,1,1
25,4,15,2,40,0,0
43,2,9,5,40,1,0
59,4,9,2,37,0,1
66,0,5,0,10,0,0
63,4,5,2,60,0,1
32,4,15,3,37,1,0
58,0,9,6,40,1,0
43,5,8,2,50,0,1
27,4,11,4,52,1,0
21,4,2,4,32,0,0
44,1,15,0,60,0,1
40,6,11,2,60,0,0
65,4,11,6,40,1,0
50,4,15,2,45,0,1
18,0,11,5,20,0,0
51,7,12,4,40,0,1
44,1,15,0,40,1,0
20,4,15,4,13,1,0
29,4,8,4,40,0,0
50,4,8,2,50,0,1
50,2,11,2,40,0,1
43,4,0,2,40,0,0
23,4,9,4,40,1,0
41,4,11,2,40,0,0
30,0,15,2,30,1,0
58,6,9,2,25,0,0
50,7,8,2,40,0,0
37,6,9,2,65,0,1
21,4,11,4,24,0,0
33,4,11,2,20,1,0
52,4,15,0,45,1,0
47,4,11,2,40,0,0
45,6,9,4,45,0,1
34,4,15,2,40,0,1
39,4,15,2,40,0,1
31,4,15,0,15,1,0
19,0,15,4,40,0,0
45,4,15,0,45,1,0
45,6,8,2,3,0,0
34,4,11,4,30,0,0
27,4,1,3,35,0,0
37,4,11,0,40,1,0
20,4,11,4,20,1,0
32,4,9,4,48,0,1
24,4,3,4,55,0,0
39,4,11,2,40,0,0
18,4,15,4,30,1,0
62,6,15,2,80,0,0
24,4,9,5,40,1,0
37,4,11,2,45,0,0
46,4,9,6,25,1,0
44,4,11,0,40,0,0
53,4,11,4,48,0,1
25,4,9,4,35,0,0
44,4,14,2,45,0,0
24,4,9,4,50,0,0
61,4,11,2,20,0,0
45,2,12,0,40,1,0
33,6,15,4,48,0,0
48,4,9,2,45,0,1
26,2,11,4,30,0,0
40,0,11,0,32,1,0
68,4,9,2,40,0,1
24,4,11,0,40,1,0
25,0,9,2,60,0,0
31,2,9,4,50,1,0
55,4,15,0,38,1,0
46,4,7,0,38,1,0
58,4,9,0,38,0,0
56,4,11,6,40,1,0
45,1,9,4,55,0,1
24,4,9,4,40,0,1
35,2,11,0,56,0,0
51,4,11,2,40,0,1
47,4,14,2,55,0,1
17,4,1,4,10,1,0
21,4,0,4,40,1,0
45,4,9,4,40,1,1
42,4,11,2,50,0,1
56,4,2,6,40,1,0
39,4,11,2,40,0,0
31,4,5,4,40,1,0
20,1,15,4,40,0,0
65,6,4,2,21,0,0
44,4,15,2,45,0,0
33,4,11,2,40,0,0
25,4,9,2,45,0,1
38,4,11,2,50,0,0
31,2,0,4,40,0,0
33,6,9,2,20,0,0
49,6,11,0,40,1,0
28,4,11,4,40,1,0
29,4,11,2,40,0,0
23,4,8,4,20,0,0
37,6,9,2,5,0,1
52,4,15,4,37,0,1
27,4,11,4,40,0,0
47,4,15,2,55,0,1
21,4,11,4,40,1,0
41,1,9,2,40,1,1
61,4,15,2,40,0,1
32,4,9,2,40,0,1
21,4,15,4,40,0,0
63,4,2,2,40,0,1
34,4,15,2,42,0,0
21,7,7,4,10,0,0
44,4,11,0,33,1,0
26,4,9,4,35,0,0
36,4,12,2,50,0,1
39,4,9,4,40,0,1
52,4,11,2,8,0,0
44,6,9,2,40,0,0
42,4,11,2,40,1,0
60,0,11,2,50,0,1
31,4,9,4,40,0,0
30,4,15,4,40,0,0
23,4,15,4,25,1,0
81,7,3,6,20,1,0
39,4,9,2,40,0,0
38,4,0,0,40,1,0
21,4,15,4,38,1,0
28,2,11,2,40,0,0
34,4,9,4,40,1,0
47,4,11,4,40,1,0
36,4,11,2,50,0,0
27,4,11,4,99,0,0
56,4,9,4,52,1,0
57,4,11,6,30,1,0
42,7,15,0,38,1,0
43,4,11,0,35,0,0
48,0,11,3,32,1,0
53,4,11,0,40,1,0
58,4,11,0,24,1,0
19,4,2,4,40,0,0
37,4,11,2,46,0,1
41,6,15,0,15,1,0
31,4,5,5,40,1,0
31,4,9,2,35,0,0
53,2,11,2,40,0,0
19,4,15,4,25,0,0
56,4,10,2,50,0,1
55,1,15,2,40,1,1
51,4,4,2,40,1,0
62,4,15,4,40,1,0
43,4,15,2,50,0,1
45,0,5,0,48,0,0
28,2,11,2,45,0,0
46,4,11,2,40,0,1
62,7,9,2,40,0,0
57,2,11,6,30,1,0
60,2,9,2,45,1,1
23,1,15,4,40,0,0
47,4,15,2,60,0,1
21,4,15,4,8,1,0
51,4,11,2,48,0,0
61,2,11,2,40,0,0
52,6,9,2,30,1,1
76,4,9,2,40,0,0
24,4,15,4,39,0,0
31,6,9,4,55,0,0
43,4,9,2,50,0,1
58,1,15,6,40,1,0
18,0,15,4,24,1,0
19,4,2,4,25,1,0
44,4,15,0,45,1,0
41,2,15,4,7,0,0
21,4,15,4,20,0,0
40,4,11,0,35,0,0
25,4,15,4,30,0,0
62,2,10,6,40,1,0
42,4,11,2,40,0,0
35,4,8,4,40,0,0
19,4,11,4,12,1,0
60,4,11,2,40,1,0
20,4,11,4,40,0,0
23,4,7,2,25,0,0
18,4,11,4,40,1,0
40,4,15,2,45,0,1
19,4,15,4,15,1,0
51,4,11,0,40,1,0
41,2,9,2,50,0,0
18,4,0,4,20,1,0
41,4,15,3,40,1,0
27,4,15,4,40,1,0
71,6,3,0,28,1,0
25,4,2,2,40,0,0
73,4,11,0,20,1,0
45,4,15,2,40,0,0
25,4,15,2,40,0,1
50,4,11,2,16,1,0
44,4,11,2,40,0,0
44,2,8,0,40,1,0
49,4,11,2,45,0,1
44,5,15,2,45,0,1
42,1,11,0,40,1,0
20,4,11,4,45,1,0
66,4,11,6,18,1,0
19,4,15,4,15,0,0
60,4,15,2,55,0,0
46,4,8,5,40,0,0
42,4,8,0,35,0,0
59,4,15,0,52,1,0
58,4,7,2,60,0,1
47,4,11,0,40,1,0
58,4,15,2,36,0,0
69,0,9,2,40,0,1
17,0,0,4,40,1,0
19,4,1,4,24,0,0
28,4,15,2,70,0,0
37,4,11,5,40,1,0
30,4,11,2,50,0,0
36,4,15,0,40,0,0
45,4,1,0,76,0,1
59,4,5,2,99,1,0
45,4,15,2,40,0,0
53,2,10,0,40,1,1
37,4,11,0,40,1,0
26,4,15,4,40,1,0
53,2,6,2,40,0,0
44,7,11,2,15,1,0
27,4,9,4,40,0,0
22,4,15,4,40,0,0
41,4,11,0,40,0,0
53,4,11,2,40,0,0
58,4,11,2,40,0,0
34,0,2,5,53,1,0
32,4,9,2,60,0,1
32,4,15,2,38,0,0
47,4,12,2,40,1,1
27,4,11,2,40,0,0
25,4,15,4,40,0,0
40,4,0,0,40,1,0
36,6,15,2,92,0,0
23,2,11,4,40,0,0
44,4,6,2,40,0,0
19,4,11,4,60,0,0
42,4,9,4,40,0,0
60,6,15,2,15,0,0
41,4,11,2,45,0,1
45,1,11,4,40,1,0
67,0,4,2,49,0,0
36,6,9,2,48,0,0
52,7,12,0,40,1,0
28,4,10,4,18,0,0
83,5,11,0,20,0,0
17,4,1,4,20,0,0
27,4,8,4,40,0,0
35,6,8,4,60,0,0
40,4,15,4,40,1,0
23,4,7,2,25,1,0
51,2,1,2,40,0,0
51,4,3,2,54,0,0
82,0,0,6,20,0,0
28,4,11,4,45,1,0
53,4,11,2,50,0,1
29,4,9,4,35,1,0
19,4,11,4,45,0,0
30,4,9,3,50,1,0
23,4,5,4,40,1,0
66,4,9,2,15,0,1
27,4,1,4,40,0,0
35,4,11,2,40,0,0
17,4,2,4,15,0,0
27,4,11,4,40,0,0
27,4,14,4,50,0,0
44,2,9,2,40,1,1
64,4,11,2,16,0,0
62,5,11,6,15,1,0
26,4,15,2,40,0,0
40,4,11,5,40,0,0
40,4,10,2,40,0,1
35,4,11,0,40,1,0
25,4,9,4,40,0,0
52,2,15,6,24,1,0
46,4,15,2,40,1,1
30,4,11,2,40,0,0
52,4,15,2,40,0,1
28,4,11,4,40,0,0
17,4,0,4,25,1,0
46,7,15,4,40,1,0
45,4,9,0,40,0,1
21,4,15,4,32,1,0
18,6,11,2,40,1,0
17,4,1,4,15,0,0
90,4,15,0,37,1,0
23,4,15,4,40,0,0
41,4,9,2,40,0,1
19,6,15,4,50,0,0
69,4,11,2,40,0,0
23,1,7,4,32,1,0
28,4,15,4,54,0,0
37,4,7,2,45,0,1
57,4,11,2,30,0,0
30,2,15,4,40,0,0
48,4,11,5,40,1,0
73,4,11,6,32,1,0
25,4,4,4,40,0,0
33,4,12,4,40,0,1
36,4,11,2,40,0,0
28,4,11,2,40,0,0
57,4,11,0,40,1,0
31,4,15,4,40,1,0
35,0,6,0,38,0,0
40,7,11,0,48,1,0
32,4,15,4,40,1,0
35,0,9,4,40,0,0
26,4,11,4,40,1,0
27,5,15,5,40,1,0
17,4,0,4,18,1,0
29,4,15,4,40,1,0
18,4,1,4,30,1,0
20,4,15,4,30,0,0
69,0,11,2,24,0,0
18,7,15,4,40,1,0
56,4,11,4,40,1,0
40,4,15,5,8,1,0
46,4,15,0,40,0,0
41,4,2,2,40,0,0
53,4,15,6,40,1,0
50,4,12,2,50,0,1
23,4,1,4,50,0,0
40,4,9,3,40,0,1
54,5,15,2,40,0,1
45,4,15,0,40,1,0
53,2,11,2,40,0,1
17,0,1,4,20,0,0
50,2,9,0,40,1,1
22,0,9,4,25,0,0
30,4,9,4,40,0,0
40,5,9,2,40,0,0
36,7,12,4,40,0,0
25,6,7,4,50,0,0
29,4,11,2,40,0,0
29,4,9,4,50,0,0
22,4,9,4,40,1,0
56,4,9,0,50,1,0
60,2,12,2,40,0,1
37,4,11,2,50,0,0
53,4,5,0,40,1,0
23,7,15,4,20,1,0
18,4,11,4,10,1,0
36,4,15,0,45,1,0
67,5,11,2,50,0,1
31,4,11,4,60,0,0
26,4,9,2,48,0,1
18,4,1,4,20,1,0
45,2,12,0,40,1,0
64,4,1,2,40,0,0
26,4,11,4,38,1,0
53,4,15,0,40,1,0
27,4,11,4,28,0,0
32,4,15,0,40,0,0
49,6,11,0,30,1,1
59,4,0,2,40,0,1
44,4,12,2,55,0,1
61,6,11,2,60,0,0
41,0,11,0,40,1,0
46,7,11,5,37,1,0
32,4,11,4,40,0,0
29,4,11,4,35,1,0
48,4,12,4,40,0,0
32,4,15,0,30,1,0
21,4,11,4,35,1,0
50,6,14,2,50,0,1
44,2,12,2,44,0,1
51,4,11,5,40,1,0
42,4,11,2,40,0,1
27,4,9,4,40,1,0
70,6,11,2,3,0,0
33,4,11,0,40,1,0
65,6,11,2,60,0,1
39,4,12,4,40,0,0
32,4,11,2,40,0,0
30,4,15,0,40,1,0
43,5,15,2,40,0,0
31,4,6,4,40,0,0
64,1,9,0,40,1,0
37,2,15,5,52,0,0
49,6,11,0,40,0,0
29,4,1,4,48,0,0
35,2,11,0,40,0,0
37,4,7,2,45,0,0
42,7,12,2,50,0,1
21,0,15,4,40,0,0
23,4,7,4,40,0,0
35,2,11,4,40,1,0
29,7,8,2,40,0,1
23,4,15,4,25,1,0
21,4,15,4,20,1,0
45,4,9,4,40,0,0
24,0,9,4,50,0,0
38,4,11,4,50,0,0
28,0,0,4,38,1,0
23,4,11,4,48,1,0
39,6,9,4,60,0,0
45,4,12,2,50,0,1
68,4,7,0,43,1,0
60,1,8,0,40,0,1
38,7,10,2,40,1,1
41,4,2,5,40,0,0
48,4,11,0,40,0,0
33,4,11,2,40,0,0
48,4,8,2,40,0,0
23,2,15,4,20,1,0
26,4,6,2,45,0,0
55,5,9,2,50,0,1
35,7,12,2,75,0,0
52,4,15,2,55,0,1
46,7,11,5,38,1,0
72,0,11,2,1,0,0
18,4,11,4,30,1,0
62,2,11,0,40,0,0
22,4,15,4,30,1,0
40,4,15,2,40,1,1
26,4,15,2,50,0,0
35,4,7,3,36,1,0
25,6,11,4,40,1,0
46,0,8,2,35,1,1
39,4,9,3,50,0,1
41,4,15,2,45,0,1
59,4,9,2,40,0,1
37,4,11,2,40,0,0
38,4,15,2,43,0,0
33,4,9,4,40,0,0
23,4,7,2,40,1,0
67,6,12,6,2,0,1
60,4,9,0,48,1,1
39,5,9,2,50,0,1
32,6,11,2,60,0,1
26,4,9,4,45,1,0
39,4,11,0,50,1,0
28,4,15,4,40,1,0
29,4,1,0,52,1,0
43,4,8,2,50,0,0
23,4,15,4,25,0,0
32,4,9,2,45,0,1
33,6,15,2,60,1,1
45,4,11,0,35,1,0
48,4,11,0,40,0,0
43,2,14,2,45,0,1
50,6,11,2,40,0,1
63,4,9,4,40,0,1
55,4,11,2,40,0,1
22,4,9,4,35,1,0
32,6,11,4,60,0,0
27,4,7,2,55,0,0
22,4,9,4,15,1,0
44,4,11,0,68,0,0
34,4,11,5,40,1,0
28,4,11,4,40,1,0
40,4,12,2,24,1,1
45,4,15,2,55,0,0
17,4,0,4,15,0,0
53,6,2,2,45,0,0
58,4,7,2,40,0,1
55,6,11,4,35,0,0
44,2,8,4,44,0,0
40,6,11,2,30,0,0
58,6,12,2,50,0,0
38,4,11,2,40,0,1
62,4,6,4,22,1,0
31,4,8,2,38,0,0
31,4,1,2,40,0,0
30,4,11,4,45,0,0
37,4,11,0,40,1,0
38,2,11,4,40,0,0
58,2,2,2,40,0,0
30,4,9,2,50,0,1
28,4,8,4,40,1,0
46,4,15,0,70,1,0
34,4,9,4,40,1,0
39,5,15,0,99,0,0
61,5,15,6,20,1,0
30,6,8,0,40,1,0
31,4,11,5,40,1,0
21,4,11,4,40,0,0
50,4,11,2,58,0,0
47,4,11,4,33,0,0
20,4,11,4,40,0,0
23,4,9,4,30,1,0
46,4,3,5,40,1,0
20,4,11,4,45,0,0
33,4,9,2,50,0,1
30,4,15,4,30,1,0
43,2,15,0,40,1,0
23,4,15,4,60,0,0
34,4,9,2,50,0,1
25,4,15,4,40,0,0
50,4,11,2,40,1,1
44,4,12,2,24,1,1
26,4,15,0,40,1,0
35,4,10,4,80,1,1
48,6,11,0,15,0,0
26,4,11,4,40,0,0
41,2,12,0,40,1,0
25,4,9,4,40,0,0
33,4,8,4,55,1,0
24,4,9,2,40,1,0
31,4,9,3,40,1,0
24,2,7,4,2,1,0
41,4,6,4,40,1,0
38,2,15,2,45,0,0
19,4,11,4,40,0,0
19,4,11,4,40,0,0
24,4,11,4,40,0,0
59,0,9,2,40,0,0
67,4,12,3,55,0,1
49,4,0,0,40,0,0
35,4,8,2,40,0,1
44,4,15,2,45,0,1
58,0,15,2,40,0,1
22,4,7,4,60,0,0
21,7,15,4,10,0,0
50,4,15,2,50,0,0
44,2,7,2,48,0,0
36,2,15,2,40,0,0
30,1,15,2,48,0,1
52,4,11,2,40,0,1
35,6,11,2,90,0,0
48,2,8,4,48,0,0
23,4,11,2,40,0,0
37,4,12,4,50,0,0
44,5,12,2,55,0,1
44,4,11,2,50,0,1
36,4,9,0,40,0,0
26,7,15,2,12,0,0
31,5,9,4,45,0,1
23,0,11,4,12,0,0
29,4,11,2,50,0,0
53,4,11,6,40,1,0
52,4,8,2,40,0,0
55,4,11,2,40,0,1
31,4,0,2,40,0,0
19,0,11,4,16,1,0
64,0,11,6,30,1,0
55,4,11,2,40,0,0
48,4,12,2,55,0,1
20,4,11,4,40,1,0
50,2,11,2,30,1,1
45,5,9,2,51,0,0
17,4,0,4,10,0,0
38,4,11,0,25,1,0
43,4,11,0,40,1,1
22,4,11,2,30,0,0
63,4,11,0,40,1,0
36,4,9,2,45,0,0
56,4,9,2,50,0,1
43,7,14,2,40,0,0
41,4,9,2,45,0,1
41,4,11,0,40,1,0
36,4,9,0,45,0,0
59,4,10,2,50,0,1
46,2,7,2,44,0,1
23,4,9,4,36,1,0
46,6,15,5,20,0,0
53,4,9,2,40,0,1
47,4,11,4,56,0,0
46,1,12,4,40,1,0
47,4,11,2,56,0,1
29,4,11,2,30,0,1
32,4,8,0,40,1,0
90,4,11,2,40,0,0
63,4,9,2,49,0,0
23,4,8,4,40,0,0
76,0,9,2,30,0,0
23,4,8,4,40,1,0
44,4,15,2,30,1,1
81,5,0,2,28,1,0
17,4,0,4,12,1,0
56,4,8,2,40,0,1
58,1,0,2,40,0,0
45,4,9,2,45,0,1
25,4,11,2,40,0,0
36,4,9,2,35,1,1
32,4,8,2,24,1,1
25,4,11,4,30,0,0
29,1,15,2,40,0,1
23,4,11,4,60,0,0
41,4,12,2,55,0,1
48,7,9,2,40,0,1
29,4,11,2,60,0,0
27,0,12,4,20,0,0
55,4,15,2,40,0,0
30,4,1,2,40,0,0
45,4,15,6,40,1,0
50,4,11,0,40,0,0
22,4,11,4,50,0,0
80,2,11,6,32,1,0
30,4,11,2,44,0,0
20,4,15,4,20,1,0
29,6,11,2,35,0,0
56,4,15,2,40,0,0
63,4,9,2,40,0,0
20,4,11,4,40,0,0
38,7,11,2,40,1,0
31,4,11,2,40,0,0
21,4,15,4,35,0,0
47,4,0,2,46,0,1
25,2,9,4,40,1,0
31,4,15,5,38,1,0
28,4,11,4,40,1,0
38,4,11,2,99,0,0
30,2,9,2,40,0,0
39,5,11,2,40,0,1
27,4,9,4,36,1,0
26,4,15,4,40,1,0
47,4,11,4,40,1,0
27,6,11,4,50,0,0
43,4,15,2,32,0,0
32,2,9,4,55,0,0
20,4,15,4,30,0,0
21,2,2,4,20,1,0
32,4,8,4,40,0,0
37,4,8,0,48,0,0
45,4,11,2,40,0,0
37,5,7,2,40,0,1
54,0,6,0,15,1,0
24,4,9,4,25,0,0
28,0,1,4,30,0,0
23,4,15,4,40,0,0
54,0,11,2,40,0,0
40,4,11,2,40,0,1
38,4,15,2,48,0,1
71,4,0,2,40,0,0
51,4,15,0,40,1,0
52,6,15,4,5,0,0
30,4,9,4,40,1,0
34,4,11,2,40,0,1
38,4,0,0,40,1,0
43,1,8,4,40,1,1
43,4,1,4,42,0,0
36,1,15,4,40,0,1
24,7,15,4,40,1,0
29,0,3,4,40,0,0
55,4,0,2,40,1,0
51,4,12,2,60,0,1
43,2,11,0,40,1,0
28,4,11,0,40,0,0
54,4,7,2,45,0,0
47,4,15,2,40,0,1
47,4,9,2,55,0,1
47,4,15,2,57,0,1
38,4,15,4,35,1,0
60,6,4,2,40,0,0
19,4,11,4,25,1,0
22,4,15,4,25,1,0
55,2,12,2,40,0,1
44,4,15,5,35,1,0
53,6,3,2,67,0,1
44,2,12,2,40,1,1
28,1,9,4,50,0,0
30,2,15,4,40,1,0
39,2,11,4,40,1,0
43,7,11,0,40,1,0
24,4,9,4,40,1,0
27,2,8,4,56,0,0
64,6,4,2,70,0,0
41,2,15,2,40,0,1
28,4,11,4,40,0,0
61,4,11,2,30,0,0
27,4,1,0,40,1,0
49,4,15,0,32,1,0
20,4,15,2,40,0,0
41,4,9,4,40,1,0
28,2,11,2,40,0,0
36,4,11,0,40,0,0
44,6,9,0,40,0,0
51,4,9,2,20,1,1
40,4,15,0,38,1,0
19,4,11,4,40,1,0
54,4,15,2,40,1,0
55,6,11,0,40,0,0
57,4,8,6,40,1,0
29,4,15,5,30,1,0
51,4,11,0,43,1,0
44,4,11,0,37,0,0
35,2,8,2,42,0,0
40,4,11,0,40,0,0
46,4,5,5,32,1,0
25,4,15,2,60,0,1
33,4,9,4,36,0,0
32,4,15,4,40,1,0
22,4,11,4,40,1,0
39,4,15,2,40,1,0
18,6,11,4,40,0,0
43,4,11,0,45,1,0
46,4,11,4,40,0,0
63,4,15,2,48,0,1
40,0,15,2,8,0,0
59,4,9,2,60,0,1
40,2,12,4,40,1,0
23,4,11,4,35,0,0
64,0,11,2,10,0,0
36,4,8,2,60,0,0
48,4,11,0,40,1,0
43,4,15,2,40,1,1
18,4,0,4,30,1,0
17,4,1,4,16,0,0
36,4,14,2,50,0,0
53,4,11,2,40,0,1
36,7,15,0,39,1,0
20,4,11,4,40,0,0
22,4,9,4,60,1,0
34,4,9,2,40,0,1
39,4,1,0,40,0,0
57,4,15,6,40,1,0
30,4,0,0,40,1,0
37,4,14,2,60,0,1
51,4,11,2,40,0,1
38,4,11,4,40,0,0
34,4,11,4,35,1,0
47,1,11,3,40,1,0
28,6,11,2,40,0,0
25,4,0,4,24,0,0
25,4,15,4,60,1,0
50,4,12,2,65,0,1
50,4,11,2,40,0,1
43,4,9,2,48,0,0
27,4,11,4,75,0,0
32,4,11,2,50,0,0
44,4,0,4,35,0,0
19,4,11,4,20,1,0
53,5,15,6,40,0,1
21,4,11,4,40,0,0
26,4,11,4,40,0,0
68,4,11,2,12,0,0
31,4,15,2,57,0,0
32,4,9,4,50,0,1
33,4,12,4,40,0,0
49,0,11,4,40,0,0
24,4,1,2,65,0,0
30,4,11,2,42,0,0
49,4,11,2,40,0,1
18,4,1,4,40,0,0
30,7,15,4,37,1,0
51,4,11,2,40,0,0
52,4,15,2,40,0,0
52,4,11,0,30,0,0
23,2,11,4,32,0,0
23,6,0,4,60,0,0
36,4,11,2,48,0,0
19,4,1,4,25,0,0
53,6,11,2,60,0,0
17,4,1,4,25,0,0
69,4,11,6,8,1,0
46,2,9,0,40,1,0
33,4,11,5,46,0,0
40,4,15,2,45,0,0
56,4,15,2,60,0,0
29,2,12,2,40,0,0
41,4,15,0,38,1,0
22,4,11,2,45,0,0
28,4,5,2,40,0,0
31,4,9,2,46,0,0
35,4,9,4,40,1,0
38,4,15,2,40,0,0
